subset,model,range,cut,precision,valid_values,total_values
universe,marinfold-exp232-decontam-m1-p02-step145199,medium,R,0.5216831624740506,333,333
universe,marinfold-exp232-decontam-m1-p02-step145199,short,AUC,0.9443326800244592,333,333
universe,marinfold-exp232-decontam-m1-p02-step145199,short,L,0.11452087082805382,333,333
universe,marinfold-exp232-decontam-m1-p02-step145199,short,L/2,0.20775042449135445,333,333
universe,marinfold-exp232-decontam-m1-p02-step145199,short,L/5,0.41818092227804393,333,333
universe,marinfold-exp232-decontam-m1-p02-step145199,short,R,0.545992921944877,333,333
universe,marinfold-exp232-decontam-m2-p06-step145199,all,AUC,0.9380076449003402,333,333
universe,marinfold-exp232-decontam-m2-p06-step145199,all,L,0.5098268113783553,333,333
universe,marinfold-exp232-decontam-m2-p06-step145199,all,L/2,0.681012933523523,333,333
universe,marinfold-exp232-decontam-m2-p06-step145199,all,L/5,0.8056021877468186,333,333
universe,marinfold-exp232-decontam-m2-p06-step145199,all,R,0.5355193500236446,333,333
universe,marinfold-exp232-decontam-m2-p06-step145199,long,AUC,0.9276935277581194,333,333
universe,marinfold-exp232-decontam-m2-p06-step145199,long,L,0.3813546941208198,333,333
universe,marinfold-exp232-decontam-m2-p06-step145199,long,L/2,0.5618009033799316,333,333
universe,marinfold-exp232-decontam-m2-p06-step145199,long,L/5,0.7268404527048463,333,333
universe,marinfold-exp232-decontam-m2-p06-step145199,long,R,0.511642769402493,333,333
universe,marinfold-exp232-decontam-m2-p06-step145199,medium,AUC,0.9527718561621813,333,333
universe,marinfold-exp232-decontam-m2-p06-step145199,medium,L,0.14804297104646344,333,333
universe,marinfold-exp232-decontam-m2-p06-step145199,medium,L/2,0.2675664406011633,333,333
universe,marinfold-exp232-decontam-m2-p06-step145199,medium,L/5,0.49820525995733034,333,333
universe,marinfold-exp232-decontam-m2-p06-step145199,medium,R,0.5574867274383967,333,333
universe,marinfold-exp232-decontam-m2-p06-step145199,short,AUC,0.9505294095249648,333,333
universe,marinfold-exp232-decontam-m2-p06-step145199,short,L,0.11619890969596067,333,333
universe,marinfold-exp232-decontam-m2-p06-step145199,short,L/2,0.21385964517853515,333,333
universe,marinfold-exp232-decontam-m2-p06-step145199,short,L/5,0.4386162468054579,333,333
universe,marinfold-exp232-decontam-m2-p06-step145199,short,R,0.5727645601912676,333,333
eval-val,marinfold-exp199-cw-p06-cool-step290400,all,AUC,0.9511468990924388,97,97
eval-val,marinfold-exp199-cw-p06-cool-step290400,all,L,0.5558179141472164,97,97
eval-val,marinfold-exp199-cw-p06-cool-step290400,all,L/2,0.7367977234236753,97,97
eval-val,marinfold-exp199-cw-p06-cool-step290400,all,L/5,0.8497502016393036,97,97
eval-val,marinfold-exp199-cw-p06-cool-step290400,all,R,0.588994195620945,97,97
eval-val,marinfold-exp199-cw-p06-cool-step290400,long,AUC,0.9429864051831522,97,97
eval-val,marinfold-exp199-cw-p06-cool-step290400,long,L,0.4176866096250474,97,97
eval-val,marinfold-exp199-cw-p06-cool-step290400,long,L/2,0.6265616194853307,97,97
eval-val,marinfold-exp199-cw-p06-cool-step290400,long,L/5,0.7942537683904219,97,97
eval-val,marinfold-exp199-cw-p06-cool-step290400,long,R,0.5756649575748538,97,97
eval-val,marinfold-exp199-cw-p06-cool-step290400,medium,AUC,0.9626733290349385,97,97
eval-val,marinfold-exp199-cw-p06-cool-step290400,medium,L,0.14984421969753609,97,97
eval-val,marinfold-exp199-cw-p06-cool-step290400,medium,L/2,0.2766571402917791,97,97
eval-val,marinfold-exp199-cw-p06-cool-step290400,medium,L/5,0.527501062768997,97,97
eval-val,marinfold-exp199-cw-p06-cool-step290400,medium,R,0.5878675550426963,97,97
eval-val,marinfold-exp199-cw-p06-cool-step290400,short,AUC,0.9581891619095083,97,97
eval-val,marinfold-exp199-cw-p06-cool-step290400,short,L,0.11751260950467037,97,97
eval-val,marinfold-exp199-cw-p06-cool-step290400,short,L/2,0.22172340705740418,97,97
eval-val,marinfold-exp199-cw-p06-cool-step290400,short,L/5,0.46958889147624167,97,97
eval-val,marinfold-exp199-cw-p06-cool-step290400,short,R,0.6313099904216767,97,97
eval-val,marinfold-exp232-decontam-m1-p02-step145199,all,AUC,0.914172687869362,97,97
eval-val,marinfold-exp232-decontam-m1-p02-step145199,all,L,0.44504708432585416,97,97
eval-val,marinfold-exp232-decontam-m1-p02-step145199,all,L/2,0.6032565429097271,97,97
eval-val,marinfold-exp232-decontam-m1-p02-step145199,all,L/5,0.7381090819041171,97,97
eval-val,marinfold-exp232-decontam-m1-p02-step145199,all,R,0.4731469398933442,97,97
eval-val,marinfold-exp232-decontam-m1-p02-step145199,long,AUC,0.8986847672795093,97,97
eval-val,marinfold-exp232-decontam-m1-p02-step145199,long,L,0.3284293267617629,97,97
eval-val,marinfold-exp232-decontam-m1-p02-step145199,long,L/2,0.4854779413564275,97,97
eval-val,marinfold-exp232-decontam-m1-p02-step145199,long,L/5,0.6525319551367836,97,97
eval-val,marinfold-exp232-decontam-m1-p02-step145199,long,R,0.44804117837866153,97,97
eval-val,marinfold-exp232-decontam-m1-p02-step145199,medium,AUC,0.9351067781717336,97,97
eval-val,marinfold-exp232-decontam-m1-p02-step145199,medium,L,0.13664582583267063,97,97
eval-val,marinfold-exp232-decontam-m1-p02-step145199,medium,L/2,0.24364533140299022,97,97
eval-val,marinfold-exp232-decontam-m1-p02-step145199,medium,L/5,0.44461060258446583,97,97
eval-val,marinfold-exp232-decontam-m1-p02-step145199,medium,R,0.4866547914291936,97,97
eval-val,marinfold-exp232-decontam-m1-p02-step145199,short,AUC,0.939001766473017,97,97
eval-val,marinfold-exp232-decontam-m1-p02-step145199,short,L,0.1129440469482957,97,97
eval-val,marinfold-exp232-decontam-m1-p02-step145199,short,L/2,0.20113507122046842,97,97
eval-val,marinfold-exp232-decontam-m1-p02-step145199,short,L/5,0.4082365425259718,97,97
eval-val,marinfold-exp232-decontam-m1-p02-step145199,short,R,0.5348210445487964,97,97
eval-val,marinfold-exp232-decontam-m2-p06-step145199,all,AUC,0.930843513349874,97,97
eval-val,marinfold-exp232-decontam-m2-p06-step145199,all,L,0.4918380918228299,97,97
eval-val,marinfold-exp232-decontam-m2-p06-step145199,all,L/2,0.6623635574153294,97,97
eval-val,marinfold-exp232-decontam-m2-p06-step145199,all,L/5,0.7852283338437647,97,97
eval-val,marinfold-exp232-decontam-m2-p06-step145199,all,R,0.5197991295291134,97,97
eval-val,marinfold-exp232-decontam-m2-p06-step145199,long,AUC,0.9182671025307647,97,97
eval-val,marinfold-exp232-decontam-m2-p06-step145199,long,L,0.3675576890931556,97,97
eval-val,marinfold-exp232-decontam-m2-p06-step145199,long,L/2,0.5493253579849966,97,97
eval-val,marinfold-exp232-decontam-m2-p06-step145199,long,L/5,0.7173543837392917,97,97
eval-val,marinfold-exp232-decontam-m2-p06-step145199,long,R,0.5017295196551887,97,97
eval-val,marinfold-exp232-decontam-m2-p06-step145199,medium,AUC,0.9503064813356854,97,97
eval-val,marinfold-exp232-decontam-m2-p06-step145199,medium,L,0.14266464020769118,97,97
eval-val,marinfold-exp232-decontam-m2-p06-step145199,medium,L/2,0.256426074356246,97,97
eval-val,marinfold-exp232-decontam-m2-p06-step145199,medium,L/5,0.4703235417427193,97,97
eval-val,marinfold-exp232-decontam-m2-p06-step145199,medium,R,0.5254312045303964,97,97
eval-val,marinfold-exp232-decontam-m2-p06-step145199,short,AUC,0.9453300355095957,97,97
eval-val,marinfold-exp232-decontam-m2-p06-step145199,short,L,0.11408484861626109,97,97
eval-val,marinfold-exp232-decontam-m2-p06-step145199,short,L/2,0.20948387026353602,97,97
eval-val,marinfold-exp232-decontam-m2-p06-step145199,short,L/5,0.4306684366894885,97,97
eval-val,marinfold-exp232-decontam-m2-p06-step145199,short,R,0.5649459093770614,97,97
eval-val-viral,marinfold-exp199-cw-p06-cool-step290400,all,AUC,0.8969515106565654,6,6
eval-val-viral,marinfold-exp199-cw-p06-cool-step290400,all,L,0.4457599322708581,6,6
eval-val-viral,marinfold-exp199-cw-p06-cool-step290400,all,L/2,0.6407898495638813,6,6
eval-val-viral,marinfold-exp199-cw-p06-cool-step290400,all,L/5,0.7711254026253255,6,6
eval-val-viral,marinfold-exp199-cw-p06-cool-step290400,all,R,0.4749867718092802,6,6
eval-val-viral,marinfold-exp199-cw-p06-cool-step290400,long,AUC,0.872192850921579,6,6
eval-val-viral,marinfold-exp199-cw-p06-cool-step290400,long,L,0.3310240487077367,6,6
eval-val-viral,marinfold-exp199-cw-p06-cool-step290400,long,L/2,0.5145999988117144,6,6
eval-val-viral,marinfold-exp199-cw-p06-cool-step290400,long,L/5,0.7232408527491128,6,6
eval-val-viral,marinfold-exp199-cw-p06-cool-step290400,long,R,0.45675923424071874,6,6
eval-val-viral,marinfold-exp199-cw-p06-cool-step290400,medium,AUC,0.9594079012965793,6,6
eval-val-viral,marinfold-exp199-cw-p06-cool-step290400,medium,L,0.16844146292283826,6,6
eval-val-viral,marinfold-exp199-cw-p06-cool-step290400,medium,L/2,0.29228384386533207,6,6
eval-val-viral,marinfold-exp199-cw-p06-cool-step290400,medium,L/5,0.49310333113212534,6,6
eval-val-viral,marinfold-exp199-cw-p06-cool-step290400,medium,R,0.5362985866141546,6,6
eval-val-viral,marinfold-exp199-cw-p06-cool-step290400,short,AUC,0.9247256836236682,6,6
eval-val-viral,marinfold-exp199-cw-p06-cool-step290400,short,L,0.07850428777854522,6,6
eval-val-viral,marinfold-exp199-cw-p06-cool-step290400,short,L/2,0.1478053494803413,6,6
eval-val-viral,marinfold-exp199-cw-p06-cool-step290400,short,L/5,0.3338322253773079,6,6
eval-val-viral,marinfold-exp199-cw-p06-cool-step290400,short,R,0.5838380762933193,6,6
eval-val-viral,marinfold-exp232-decontam-m1-p02-step145199,all,AUC,0.8857682028288725,6,6
eval-val-viral,marinfold-exp232-decontam-m1-p02-step145199,all,L,0.37826212916643415,6,6
eval-val-viral,marinfold-exp232-decontam-m1-p02-step145199,all,L/2,0.569951226314857,6,6
eval-val-viral,marinfold-exp232-decontam-m1-p02-step145199,all,L/5,0.7210255525814427,6,6
eval-val-viral,marinfold-exp232-decontam-m1-p02-step145199,all,R,0.40942592877326794,6,6
eval-val-viral,marinfold-exp232-decontam-m1-p02-step145199,long,AUC,0.8652959692387188,6,6
eval-val-viral,marinfold-exp232-decontam-m1-p02-step145199,long,L,0.28837216737226384,6,6
eval-val-viral,marinfold-exp232-decontam-m1-p02-step145199,long,L/2,0.43556124286851716,6,6
eval-val-viral,marinfold-exp232-decontam-m1-p02-step145199,long,L/5,0.6646039515925265,6,6
eval-val-viral,marinfold-exp232-decontam-m1-p02-step145199,long,R,0.38364282322157545,6,6
eval-val-viral,marinfold-exp232-decontam-m1-p02-step145199,medium,AUC,0.9280491441547295,6,6
eval-val-viral,marinfold-exp232-decontam-m1-p02-step145199,medium,L,0.15442503513952882,6,6
eval-val-viral,marinfold-exp232-decontam-m1-p02-step145199,medium,L/2,0.2592257104378998,6,6
eval-val-viral,marinfold-exp232-decontam-m1-p02-step145199,medium,L/5,0.44358951894462156,6,6
eval-val-viral,marinfold-exp232-decontam-m1-p02-step145199,medium,R,0.49217401929533766,6,6
eval-val-viral,marinfold-exp232-decontam-m1-p02-step145199,short,AUC,0.9285414662157749,6,6
eval-val-viral,marinfold-exp232-decontam-m1-p02-step145199,short,L,0.08005408992826546,6,6
eval-val-viral,marinfold-exp232-decontam-m1-p02-step145199,short,L/2,0.14693562021190656,6,6
eval-val-viral,marinfold-exp232-decontam-m1-p02-step145199,short,L/5,0.3163147074564397,6,6
eval-val-viral,marinfold-exp232-decontam-m1-p02-step145199,short,R,0.5514283007889146,6,6
eval-val-viral,marinfold-exp232-decontam-m2-p06-step145199,all,AUC,0.8895261409845681,6,6
eval-val-viral,marinfold-exp232-decontam-m2-p06-step145199,all,L,0.42322761558145267,6,6
eval-val-viral,marinfold-exp232-decontam-m2-p06-step145199,all,L/2,0.6016732388017396,6,6
eval-val-viral,marinfold-exp232-decontam-m2-p06-step145199,all,L/5,0.7263073576335889,6,6
eval-val-viral,marinfold-exp232-decontam-m2-p06-step145199,all,R,0.45224274425732625,6,6
eval-val-viral,marinfold-exp232-decontam-m2-p06-step145199,long,AUC,0.8612661697306461,6,6
eval-val-viral,marinfold-exp232-decontam-m2-p06-step145199,long,L,0.31035311625756307,6,6
eval-val-viral,marinfold-exp232-decontam-m2-p06-step145199,long,L/2,0.472779579700656,6,6
eval-val-viral,marinfold-exp232-decontam-m2-p06-step145199,long,L/5,0.6721666681119359,6,6
eval-val-viral,marinfold-exp232-decontam-m2-p06-step145199,long,R,0.4250890099927507,6,6
eval-val-viral,marinfold-exp232-decontam-m2-p06-step145199,medium,AUC,0.9493799401327442,6,6
eval-val-viral,marinfold-exp232-decontam-m2-p06-step145199,medium,L,0.15831235514616618,6,6
eval-val-viral,marinfold-exp232-decontam-m2-p06-step145199,medium,L/2,0.27333391368788434,6,6
eval-val-viral,marinfold-exp232-decontam-m2-p06-step145199,medium,L/5,0.47189306841923795,6,6
eval-val-viral,marinfold-exp232-decontam-m2-p06-step145199,medium,R,0.49732272861071364,6,6
eval-val-viral,marinfold-exp232-decontam-m2-p06-step145199,short,AUC,0.9401777407292506,6,6
eval-val-viral,marinfold-exp232-decontam-m2-p06-step145199,short,L,0.08406606566945014,6,6
eval-val-viral,marinfold-exp232-decontam-m2-p06-step145199,short,L/2,0.14606874385741228,6,6
eval-val-viral,marinfold-exp232-decontam-m2-p06-step145199,short,L/5,0.3215550552724398,6,6
eval-val-viral,marinfold-exp232-decontam-m2-p06-step145199,short,R,0.5587477503078526,6,6
eval-val-nonviral,marinfold-exp199-cw-p06-cool-step290400,all,AUC,0.9547202214068918,91,91
eval-val-nonviral,marinfold-exp199-cw-p06-cool-step290400,all,L,0.5630744843808224,91,91
eval-val-nonviral,marinfold-exp199-cw-p06-cool-step290400,all,L/2,0.7431279129089365,91,91
eval-val-nonviral,marinfold-exp199-cw-p06-cool-step290400,all,L/5,0.8549342543215439,91,91
eval-val-nonviral,marinfold-exp199-cw-p06-cool-step290400,all,R,0.5965111686195164,91,91
eval-val-nonviral,marinfold-exp199-cw-p06-cool-step290400,long,AUC,0.9476541120575417,91,91
eval-val-nonviral,marinfold-exp199-cw-p06-cool-step290400,long,L,0.4234006246305843,91,91
eval-val-nonviral,marinfold-exp199-cw-p06-cool-step290400,long,L/2,0.6339437043649098,91,91
eval-val-nonviral,marinfold-exp199-cw-p06-cool-step290400,long,L/5,0.7989359386524864,91,91
eval-val-nonviral,marinfold-exp199-cw-p06-cool-step290400,long,R,0.5835048953771045,91,91
eval-val-nonviral,marinfold-exp199-cw-p06-cool-step290400,medium,AUC,0.9628886319627424,91,91
eval-val-nonviral,marinfold-exp199-cw-p06-cool-step290400,medium,L,0.14861802783652714,91,91
eval-val-nonviral,marinfold-exp199-cw-p06-cool-step290400,medium,L/2,0.27562680818802837,91,91
eval-val-nonviral,marinfold-exp199-cw-p06-cool-step290400,medium,L/5,0.5297690450747248,91,91
eval-val-nonviral,marinfold-exp199-cw-p06-cool-step290400,medium,R,0.5912677068072155,91,91
eval-val-nonviral,marinfold-exp199-cw-p06-cool-step290400,short,AUC,0.9603955450931901,91,91
eval-val-nonviral,marinfold-exp199-cw-p06-cool-step290400,short,L,0.12008458676133797,91,91
eval-val-nonviral,marinfold-exp199-cw-p06-cool-step290400,short,L/2,0.22659712513940836,91,91
eval-val-nonviral,marinfold-exp199-cw-p06-cool-step290400,short,L/5,0.4785398804497977,91,91
eval-val-nonviral,marinfold-exp199-cw-p06-cool-step290400,short,R,0.6344400067378321,91,91
eval-val-nonviral,marinfold-exp232-decontam-m1-p02-step145199,all,AUC,0.9160455110588448,91,91
eval-val-nonviral,marinfold-exp232-decontam-m1-p02-step145199,all,L,0.44945048796273895,91,91
eval-val-nonviral,marinfold-exp232-decontam-m1-p02-step145199,all,L/2,0.6054524978500482,91,91
eval-val-nonviral,marinfold-exp232-decontam-m1-p02-step145199,all,L/5,0.7392354684528647,91,91
eval-val-nonviral,marinfold-exp232-decontam-m1-p02-step145199,all,R,0.47734832524192067,91,91
eval-val-nonviral,marinfold-exp232-decontam-m1-p02-step145199,long,AUC,0.90088622649099,91,91
eval-val-nonviral,marinfold-exp232-decontam-m1-p02-step145199,long,L,0.33107045815008146,91,91
eval-val-nonviral,marinfold-exp232-decontam-m1-p02-step145199,long,L/2,0.48876915224574025,91,91
eval-val-nonviral,marinfold-exp232-decontam-m1-p02-step145199,long,L/5,0.6517359993265149,91,91
eval-val-nonviral,marinfold-exp232-decontam-m1-p02-step145199,long,R,0.4522872237736343,91,91
eval-val-nonviral,marinfold-exp232-decontam-m1-p02-step145199,medium,AUC,0.935572116678349,91,91
eval-val-nonviral,marinfold-exp232-decontam-m1-p02-step145199,medium,L,0.1354735702739767,91,91
eval-val-nonviral,marinfold-exp232-decontam-m1-p02-step145199,medium,L/2,0.24261805366442474,91,91
eval-val-nonviral,marinfold-exp232-decontam-m1-p02-step145199,medium,L/5,0.4446779267804995,91,91
eval-val-nonviral,marinfold-exp232-decontam-m1-p02-step145199,medium,R,0.48629088629516215,91,91
eval-val-nonviral,marinfold-exp232-decontam-m1-p02-step145199,short,AUC,0.9396914565998683,91,91
eval-val-nonviral,marinfold-exp232-decontam-m1-p02-step145199,short,L,0.11511261554302295,91,91
eval-val-nonviral,marinfold-exp232-decontam-m1-p02-step145199,short,L/2,0.20470866139685712,91,91
eval-val-nonviral,marinfold-exp232-decontam-m1-p02-step145199,short,L/5,0.41429732286022664,91,91
eval-val-nonviral,marinfold-exp232-decontam-m1-p02-step145199,short,R,0.5337260606208766,91,91
eval-val-nonviral,marinfold-exp232-decontam-m2-p06-step145199,all,AUC,0.9335677357036304,91,91
eval-val-nonviral,marinfold-exp232-decontam-m2-p06-step145199,all,L,0.4963618594870966,91,91
eval-val-nonviral,marinfold-exp232-decontam-m2-p06-step145199,all,L/2,0.6663651168843573,91,91
eval-val-nonviral,marinfold-exp232-decontam-m2-p06-step145199,all,L/5,0.7891132333741059,91,91
eval-val-nonviral,marinfold-exp232-decontam-m2-p06-step145199,all,R,0.5242533966898907,91,91
eval-val-nonviral,marinfold-exp232-decontam-m2-p06-step145199,long,AUC,0.9220254057923111,91,91
eval-val-nonviral,marinfold-exp232-decontam-m2-p06-step145199,long,L,0.3713294191702276,91,91
eval-val-nonviral,marinfold-exp232-decontam-m2-p06-step145199,long,L/2,0.5543723323773707,91,91
eval-val-nonviral,marinfold-exp232-decontam-m2-p06-step145199,long,L/5,0.7203337935608757,91,91
eval-val-nonviral,marinfold-exp232-decontam-m2-p06-step145199,long,R,0.5067827400724924,91,91
eval-val-nonviral,marinfold-exp232-decontam-m2-p06-step145199,medium,AUC,0.9503675719644508,91,91
eval-val-nonviral,marinfold-exp232-decontam-m2-p06-step145199,medium,L,0.14163292273922032,91,91
eval-val-nonviral,marinfold-exp232-decontam-m2-p06-step145199,medium,L/2,0.25531127176295115,91,91
eval-val-nonviral,marinfold-exp232-decontam-m2-p06-step145199,medium,L/5,0.47022005646734444,91,91
eval-val-nonviral,marinfold-exp232-decontam-m2-p06-step145199,medium,R,0.5272845106349908,91,91
eval-val-nonviral,marinfold-exp232-decontam-m2-p06-step145199,short,AUC,0.9456697472533547,91,91
eval-val-nonviral,marinfold-exp232-decontam-m2-p06-step145199,short,L,0.11606410903033652,91,91
eval-val-nonviral,marinfold-exp232-decontam-m2-p06-step145199,short,L/2,0.2136650873892145,91,91
eval-val-nonviral,marinfold-exp232-decontam-m2-p06-step145199,short,L/5,0.43786272557412914,91,91
eval-val-nonviral,marinfold-exp232-decontam-m2-p06-step145199,short,R,0.5653545792058003,91,91
eval-test,marinfold-exp199-cw-p06-cool-step290400,all,AUC,0.9583553369141693,217,217
eval-test,marinfold-exp199-cw-p06-cool-step290400,all,L,0.5907407872853181,217,217
eval-test,marinfold-exp199-cw-p06-cool-step290400,all,L/2,0.7735435746032027,217,217
eval-test,marinfold-exp199-cw-p06-cool-step290400,all,L/5,0.8759833924095444,217,217
eval-test,marinfold-exp199-cw-p06-cool-step290400,all,R,0.6131841080469917,217,217
eval-test,marinfold-exp199-cw-p06-cool-step290400,long,AUC,0.951995757348198,217,217
eval-test,marinfold-exp199-cw-p06-cool-step290400,long,L,0.4485222621445018,217,217
eval-test,marinfold-exp199-cw-p06-cool-step290400,long,L/2,0.656709139181075,217,217
eval-test,marinfold-exp199-cw-p06-cool-step290400,long,L/5,0.8184900122109736,217,217
eval-test,marinfold-exp199-cw-p06-cool-step290400,long,R,0.5945341917549347,217,217
eval-test,marinfold-exp199-cw-p06-cool-step290400,medium,AUC,0.9688259617438605,217,217
eval-test,marinfold-exp199-cw-p06-cool-step290400,medium,L,0.15734897818125498,217,217
eval-test,marinfold-exp199-cw-p06-cool-step290400,medium,L/2,0.2922122533923258,217,217
eval-test,marinfold-exp199-cw-p06-cool-step290400,medium,L/5,0.5595490760705004,217,217
eval-test,marinfold-exp199-cw-p06-cool-step290400,medium,R,0.6382226361247029,217,217
eval-test,marinfold-exp199-cw-p06-cool-step290400,short,AUC,0.9623174536548602,217,217
eval-test,marinfold-exp199-cw-p06-cool-step290400,short,L,0.12144897161150657,217,217
eval-test,marinfold-exp199-cw-p06-cool-step290400,short,L/2,0.22932439055158121,217,217
eval-test,marinfold-exp199-cw-p06-cool-step290400,short,L/5,0.4799220903802688,217,217
eval-test,marinfold-exp199-cw-p06-cool-step290400,short,R,0.6380585139578154,217,217
eval-test,marinfold-exp232-decontam-m1-p02-step145199,all,AUC,0.925439537578107,217,217
eval-test,marinfold-exp232-decontam-m1-p02-step145199,all,L,0.4754255405907409,217,217
eval-test,marinfold-exp232-decontam-m1-p02-step145199,all,L/2,0.6362885747562919,217,217
eval-test,marinfold-exp232-decontam-m1-p02-step145199,all,L/5,0.7680752205225999,217,217
eval-test,marinfold-exp232-decontam-m1-p02-step145199,all,R,0.49309655879073966,217,217
eval-test,marinfold-exp232-decontam-m1-p02-step145199,long,AUC,0.9130539761142972,217,217
eval-test,marinfold-exp232-decontam-m1-p02-step145199,long,L,0.3574819267627481,217,217
eval-test,marinfold-exp232-decontam-m1-p02-step145199,long,L/2,0.5194522036612177,217,217
eval-test,marinfold-exp232-decontam-m1-p02-step145199,long,L/5,0.6844861136579217,217,217
eval-test,marinfold-exp232-decontam-m1-p02-step145199,long,R,0.46202349377501456,217,217
eval-test,marinfold-exp232-decontam-m1-p02-step145199,medium,AUC,0.9423261076071655,217,217
eval-test,marinfold-exp232-decontam-m1-p02-step145199,medium,L,0.14443811427444328,217,217
eval-test,marinfold-exp232-decontam-m1-p02-step145199,medium,L/2,0.2536425517101154,217,217
eval-test,marinfold-exp232-decontam-m1-p02-step145199,medium,L/5,0.46891945143579505,217,217
eval-test,marinfold-exp232-decontam-m1-p02-step145199,medium,R,0.5246485797480663,217,217
eval-test,marinfold-exp232-decontam-m1-p02-step145199,short,AUC,0.9427249845435853,217,217
eval-test,marinfold-exp232-decontam-m1-p02-step145199,short,L,0.11578312612660581,217,217
eval-test,marinfold-exp232-decontam-m1-p02-step145199,short,L/2,0.2101048208685926,217,217
eval-test,marinfold-exp232-decontam-m1-p02-step145199,short,L/5,0.4180972684948285,217,217
eval-test,marinfold-exp232-decontam-m1-p02-step145199,short,R,0.5429419083574997,217,217
eval-test,marinfold-exp232-decontam-m2-p06-step145199,all,AUC,0.9389570841307029,217,217
eval-test,marinfold-exp232-decontam-m2-p06-step145199,all,L,0.5172373894738312,217,217
eval-test,marinfold-exp232-decontam-m2-p06-step145199,all,L/2,0.6901647260742865,217,217
eval-test,marinfold-exp232-decontam-m2-p06-step145199,all,L/5,0.8142276828712951,217,217
eval-test,marinfold-exp232-decontam-m2-p06-step145199,all,R,0.5376552851103138,217,217
eval-test,marinfold-exp232-decontam-m2-p06-step145199,long,AUC,0.9298624773573143,217,217
eval-test,marinfold-exp232-decontam-m2-p06-step145199,long,L,0.3898317273452832,217,217
eval-test,marinfold-exp232-decontam-m2-p06-step145199,long,L/2,0.5719806661386508,217,217
eval-test,marinfold-exp232-decontam-m2-p06-step145199,long,L/5,0.734732774341498,217,217
eval-test,marinfold-exp232-decontam-m2-p06-step145199,long,R,0.5128096398272495,217,217
eval-test,marinfold-exp232-decontam-m2-p06-step145199,medium,AUC,0.9510460036547711,217,217
eval-test,marinfold-exp232-decontam-m2-p06-step145199,medium,L,0.14847192368753978,217,217
eval-test,marinfold-exp232-decontam-m2-p06-step145199,medium,L/2,0.2675751582040092,217,217
eval-test,marinfold-exp232-decontam-m2-p06-step145199,medium,L/5,0.5034625598231587,217,217
eval-test,marinfold-exp232-decontam-m2-p06-step145199,medium,R,0.5624512756501373,217,217
